,anon_ch,subject_ch,created_ch,bucket_order_ch,bucket_name_ch,type_ch,uid_a_ch,uid_ch,id_ch,updated_ch,config_ch,assignment
309,no,"<p>Then, I expect you to ask exhaustive questions, not expect exhaustive answers.</p>
<p></p>
<p>You can watch all of the course lectures here: <a href=""https://www.youtube.com/playlist?list=PLFihX_3MLxS-xipfAZUwzAie7AWbJQ8k2"">https://www.youtube.com/playlist?list=PLFihX_3MLxS-xipfAZUwzAie7AWbJQ8k2</a></p>
<p></p>
<p>Your background seems reasonable. Andrew Ng&#39;s ML course is pretty good. Matlab is horrible, but that&#39;s my personal taste. Python is what I would recommend for this course. </p>
<p></p>
<p>Clone the repository, follow the instructions, and run the Notebooks here: <a href=""https://github.com/mimoralea/gdrl"">https://github.com/mimoralea/gdrl</a></p>
<p></p>
<p>Do you understand what the code is doing?! Are you capable of modifying the code and outputting things that interest you?! Can you extend and customize the code?</p>
<p></p>
<p>I cannot tell you whether you should stay or wait, but after you play around with the Notebook you should be able to make that decision. One thing I will say, asking questions and being active in Piazza is a good thing.</p>
<p></p>",2019-08-22T16:33:29Z,65,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jzmwnpw1hoh5ws,2019-08-22T16:33:29Z,{},hw1
310,no,"<p>Thanks a lot. With your advices and starting to study the content, watching videos, it seems much less frightening than it was before.  </p>",2019-08-22T21:17:03Z,65,Week 8/18 - 8/24,feedback,,jzh6k6o994a6dh,jzn6sdjcueg7ek,2019-08-22T21:17:03Z,{},hw1
311,no,<p>Yw!</p>,2019-08-22T23:19:36Z,65,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jznb5zl2f9qqf,2019-08-22T23:19:36Z,{},hw1
312,no,"<p>That&#39;s 3am for europeans ... To be fair, we should alternate.</p>
<p>One time 9PM EST, next time 6AM EST, ie after and before work for americans.  </p>",2019-08-22T01:04:42Z,34,Week 8/18 - 8/24,followup,,jzh6k6o994a6dh,jzlzha1ncsk5zi,2019-08-22T01:04:42Z,{},office_hours
313,no,"<p>Hello Jean-Pierre,</p>
<p></p>
<p>Generally we run a study session once a week as well that is a few hours earlier on the weekend. That might work better for you.</p>",2019-08-22T01:41:34Z,34,Week 8/18 - 8/24,feedback,,hyxsfbkeit22m2,jzm0spjo363l5,2019-08-22T01:41:34Z,{},office_hours
314,no,"<p>Everything works for me since I don&#39;t have a job at the moment and I&#39;m a late night bird.</p>
<p>I was just thinking about all europeans which, like americans, also have jobs.  </p>
<p>Thx for the suggestion.</p>",2019-08-22T14:38:38Z,34,Week 8/18 - 8/24,feedback,,jzh6k6o994a6dh,jzmsk0cpxi4nx,2019-08-22T14:38:38Z,{},office_hours
315,no,"Not to be a stickler, but for clarity you should change the timezones to reflect that it&#39;s EDT not EST -- at least until October &#x1f642; (Could also do what I do at work and say things like &#34;US/Eastern&#34;.)",2019-08-22T02:24:15Z,34,Week 8/18 - 8/24,followup,,jl2xkw5tykhF,jzm2blb7rnfn8,2019-08-22T02:24:15Z,{},office_hours
316,no,<p>&#43;1</p>,2019-08-22T02:43:59Z,34,Week 8/18 - 8/24,feedback,,jqmfuaidej9155,jzm30ypaqo41i,2019-08-22T02:43:59Z,{},office_hours
317,no,<p>This is why I always use ET/MT/PT...</p>,2019-08-22T23:47:55Z,34,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jznc6eb3iw86ia,2019-08-22T23:47:55Z,{},office_hours
318,no,"<p>Also &#39;tomorrow&#39; can be misleading when the post is posted 2 hours ago, and it&#39;s 5am on the 22nd here.</p>
<p>I guess the meeting is on the 22nd at 9PM EST, right? </p>
<div>
<div></div>
</div>",2019-08-22T03:27:15Z,34,Week 8/18 - 8/24,followup,,jzh6k6o994a6dh,jzm4km2dkq57cx,2019-08-22T03:27:15Z,{},office_hours
319,no,<p>Correct</p>,2019-08-22T04:08:20Z,34,Week 8/18 - 8/24,feedback,,i4op5p9vfbq5yz,jzm61fruu032ec,2019-08-22T04:08:20Z,{},office_hours
320,no,"<p>I am going to use this opportunity to note you can set your TZ in canvas and then all the deadlines, office hours, etc will be localized properly for you and we don&#39;t have to rely on me describing what time it is...</p>",2019-08-22T06:08:52Z,34,Week 8/18 - 8/24,followup,,hyxsfbkeit22m2,jzmacfztfiqjb,2019-08-22T06:08:52Z,{},office_hours
321,no,"True enough, but then you&#39;ll get the questions about which one is right, Canvas or Piazza.<div><br /></div><div>I&#39;m clear on when it is; I was just trying to help make sure it&#39;s clear for others. My apologies if my suggestion came across as rude.</div>",2019-08-22T14:02:25Z,34,Week 8/18 - 8/24,feedback,,jl2xkw5tykhF,jzmr9ftugvy2iu,2019-08-22T14:02:25Z,{},office_hours
322,no,"<p>Canvas is always right. Every semester this comes up. If you miss an office hour it is not such a big deal. But, all the deadlines for your assignments are set in Canvas as well. It is your responsibility to ensure you hit them. There are rather severe penalties for missing them. Nobody wants you to lose points over this sort of mistake. Make sure you understand when the deadline is in your timezone. For those of you outside of the US, I am sorry we change what time it is twice a year... For those of you inside the US, make sure you are aware of that as well.</p>",2019-08-22T17:08:04Z,34,Week 8/18 - 8/24,feedback,,hyxsfbkeit22m2,jzmxw6xm6yc623,2019-08-22T17:08:04Z,{},office_hours
323,no,"<p>&#43;1 -- This comment by Alec will be, unfortunately, referenced in the future.</p>",2019-08-22T19:09:49Z,34,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jzn28qxwzsz28m,2019-08-22T19:09:49Z,{},office_hours
324,stud,"<p>Chapter 2 of Littman (1996) conatins the  following claims: &#34;In the discounted infinite horizon model, the quantity  $$1 - \beta$$ can be viewed as the probability that the agent will cease to accrue additional reward; <em>therefore</em> (italics mine), it is as if the agent always has a constant number of steps remaining: $$1/(1 - \beta)$$.&#34;</p>
<p></p>
<p>How is it that the quantity $$1 - \beta$$ comes to be intepreted in the way Littman suggests above? And how, given this intepretation, do we wind up with the conclusion that the agent behaves as though it always has $$1/(1 - \beta)$$ steps remaining. The wording here suggests that given the above interpretation of the quantity $$1 - \beta$$, we can somehow infer that the agent will see itself as always having $$1/(1 - \beta)$$ steps remaining. But I&#39;m not sure how that follows. </p>
<p></p>
<p>Is it important that the agent sees itself as always having $$1/(1 - \beta)$$ steps remaining, or just that it sees itself as always having a constant number of steps remaining (regardless of what that number turns out to be)?</p>",2019-08-22T23:00:22Z,34,Week 8/18 - 8/24,followup,a_0,,jznah8qqiyo1hg,2019-08-22T23:00:22Z,{},office_hours
325,no,The discounted infinite horizon is a geometric series that converges to 1/1-B.<div><br /></div><div>(https://math.oregonstate.edu/home/programs/undergrad/CalculusQuestStudyGuides/SandS/SeriesTests/geometric.html)</div><div><br /></div>,2019-08-22T23:33:58Z,34,Week 8/18 - 8/24,feedback,,i4op5p9vfbq5yz,jznboghb5jm35k,2019-08-22T23:33:58Z,{},office_hours
326,no,"<p>BTW, I really like this explanation by Sergey Levine with an example MDP: <a href=""https://youtu.be/Tol_jw5hWnI?t=2417"">https://youtu.be/Tol_jw5hWnI?t=2417</a></p>
<p></p>
<p>Watch for 6&#43; minutes.</p>",2019-08-22T23:47:20Z,34,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jznc5nix3wm68m,2019-08-22T23:47:20Z,{},office_hours
327,stud,"<p>Well, sure it is. If $$r_{t}$$ happens to equal $$1$$. But the general form of the objective function that Littman cites in chapter 1 doesn&#39;t commit to a particular value for the rewards (or to constant rewards, or to constant rewards equaling unity). And Littman himself doesn&#39;t say anything more (or at least, anything that seems relevant here) about the reward values in chapter two, either. </p>
<p></p>
<p>And I&#39;m guessing that the claim in chapter two is still supposed to obtain even in the event that we consider the general form of the objective function given by $$v(q) := \sum_{t=0}^{\infty} \beta^{t}r_{t}$$. If  $$r_{t} = c \neq 1$$ for all $$t$$ here, we&#39;d get $$\frac{r_{t}}{1 - \beta}$$ as the sum of the series. Would we then say that the agent was going to behave as though it had <em>that</em> number of steps always remaining?</p>
<p></p>
<p>I guess the question was really more conceptual than mathematical. Apologies if that wasn&#39;t clear. The quantity Littman picks out is the value of the <em>objective function</em>. In the quoted passage above, he&#39;s treating it as though it&#39;s <em>the value of the remaining number of steps the agent sees itself as having</em>. These seem like two different things. The question is re how we wind up equating them. </p>",2019-08-22T23:57:14Z,34,Week 8/18 - 8/24,feedback,a_0,,jzncideexvp5hx,2019-08-22T23:57:14Z,{},office_hours
328,no,"<p>We can view the infinite-horizon case with discounting as equivalent to the finite-horizon case without discounting that instead has some probability $$(1 - \beta)$$ of terminating at every step. For this finite case, the expected return is the sum of:</p>
<p></p>
<p>$$(1 - \beta)R_{t&#43;1} &#43; $$ (probability of terminating immediately x immediate reward)</p>
<p></p>
<p>$$(1 - \beta)\beta (R_{t&#43;1} &#43; R_{t&#43;2}) &#43; $$ (probability of terminating at the second step x two-step reward)</p>
<p></p>
<p>$$(1 - \beta)\beta^2 (R_{t&#43;1} &#43; R_{t&#43;2} &#43; R_{t&#43;3}) &#43; $$ (probability of terminating at the third step x three-step reward)</p>
<p></p>
<p>$$\cdots$$</p>
<p></p>
<p>...and so on. If you then consider the coefficient of each reward term in the summation, this collapses to $$R_{t&#43;1} &#43; \beta R_{t&#43;2} &#43; \beta^2 R_{t&#43;3} \cdots$$, which is exactly the return for the infinite discounted case. (Using Sutton&#39;s indexing here; I forget what the lectures use.)</p>
<p></p>
<p>Now that we know these cases are equivalent, we can analyze the finite version. The probability of termination is $$(1 - \beta)$$; viewing this as a geometric distribution, i.e. the probability distribution of the number of Bernoulli trials needed to get a success (or in this case a termination), the expected number of steps is $$1 / (1 - \beta)$$. So the agent thinks of itself as always having expected $$1 / (1 - \beta)$$ steps remaining.</p>
<p></p>
<p>&#64;TAs please let me know if i am blatantly making stuff up here :(</p>",2019-08-23T01:39:26Z,34,Week 8/18 - 8/24,feedback,,jzifg1e23c29s,jzng5squuq23so,2019-08-23T01:39:26Z,{},office_hours
329,no,"<p>Say at each timestep the agent receives a constant reward $$r_c$$ regardless of state or action. Then the expected discounted reward is $$\sum^\infty _{t=0} \beta^t r_c =r_c \cdot 1/(1-\beta)$$.</p>
<p></p>
<p>Notice that Littman is referring to the expected number of steps remaining, not the expected reward. The agent can view its maximum number of steps remaining as $$\sum^\infty _{t=0} \beta^t =1/(1-\beta) $$. Then (if the reward is a constant, as in our example) the expected discounted reward is equal to the expected number of steps remaining multiplied by the reward received at each timestep: $$r_c \cdot 1/(1-\beta)$$.</p>
<p></p>
<p>The agent behaves as though it has $$1/(1-\beta)$$ steps remaining, thus (in our specific example) behaves as though it has $$r_c \cdot 1/(1-\beta)$$ discounted reward in its future.</p>",2019-08-23T12:27:59Z,34,Week 8/18 - 8/24,feedback,,jzlyi4e55bz5kj,jzo3bucbkxx2sz,2019-08-23T12:27:59Z,{},office_hours
330,stud,<p>Thanks Jonathan! That&#39;s super helpful (and super clear!) </p>,2019-08-23T12:45:36Z,34,Week 8/18 - 8/24,feedback,a_0,,jzo3yhvz6og5jj,2019-08-23T12:45:36Z,{},office_hours
331,no,<p>could you please point out where i&#39;m going wrong in my reasoning? thanks!</p>,2019-08-23T12:50:19Z,34,Week 8/18 - 8/24,feedback,,jzifg1e23c29s,jzo44kmqqgo4in,2019-08-23T12:50:19Z,{},office_hours
332,no,"<p>You&#39;re welcome!<br /><br />Hey Steph, you&#39;ve got it mostly right. Though to say discounting is equivalent to having a probability $$(1-\beta)$$ of termination, both must have the same horizon. Also it looks like your calculations are a bit off for the return with a finite horizon. E.g., when the horizon is $$t&#43;2$$ (using Sutton&#39;s indexing), the return (with probability $$(1-\beta)$$ of termination) would be: $$\beta^2(R_{t&#43;1}&#43;R_{t&#43;2}&#43;R_{t&#43;3}) &#43; (1-\beta)\beta(R_{t&#43;1}&#43;R_{t&#43;2}) &#43; (1-\beta)(R_{t&#43;1}) =  \beta^2 R_{t&#43;3} &#43; \beta R_{t&#43;2} &#43; R_{t&#43;1}$$</p>
<p>When the horizon is infinite, this does simplify to the infinite discounted case, so the rest of your post is correct.</p>",2019-08-25T02:57:38Z,33,Week 8/25 - 8/31,feedback,,jzlyi4e55bz5kj,jzqdu331nr25qi,2019-08-25T02:57:38Z,{},office_hours
333,no,"<p>i was only thinking about the infinite discounted case (hence the ellipsis), but i see how the coefficient for the final sequence would have to be adjusted for the finite discounted case. thanks again! i really appreciate the clarification :)</p>",2019-08-25T03:51:26Z,33,Week 8/25 - 8/31,feedback,,jzifg1e23c29s,jzqfr99k9ye762,2019-08-25T03:51:26Z,{},office_hours
334,no,<p>I think Steph had the right idea here with modeling reward termination as &#39;success&#39; in a Bernoulli trial and then finding the mean of the resulting geometric distribution.</p>,2019-09-11T22:29:37Z,31,Week 9/8 - 9/14,feedback,,jzfsa4a37jf4aq,k0fu6qvmah51r,2019-09-11T22:29:37Z,{},office_hours
335,no,"<p>Just curious, will the recording be posted in this thread or separately?</p>
<p></p>
<p>Was all set to join live but then Murphy flexed his law at me.</p>",2019-08-23T03:44:51Z,34,Week 8/18 - 8/24,followup,,jl2xkw5tykhF,jznkn3lncp9xs,2019-08-23T03:44:51Z,{},office_hours
336,no,<p>&#43;1</p>,2019-08-23T05:22:36Z,34,Week 8/18 - 8/24,feedback,,j6m1j8xqcvj6t6,jzno4t4rinh22l,2019-08-23T05:22:36Z,{},office_hours
337,no,<p>&#43;1</p>,2019-08-23T16:25:00Z,34,Week 8/18 - 8/24,feedback,,jqmcecftgff63y,jzobsnoqyt72yn,2019-08-23T16:25:00Z,{},office_hours
338,no,"<p>Yes, the office hours are recorded.</p>
<p></p>
<p>Go to Canvas &gt; BlueJeans &gt; Recorded BlueJeans Meetings (near the bottom)</p>",2019-08-23T16:43:14Z,34,Week 8/18 - 8/24,feedback,,i4op5p9vfbq5yz,jzocg3ocb642eh,2019-08-23T16:43:14Z,{},office_hours
339,no,<p>Is there a way to see recorded session for this meeting?</p>,2019-08-23T16:12:49Z,34,Week 8/18 - 8/24,followup,,jc6s23mr74r45q,jzobczbd33b257,2019-08-23T16:12:49Z,{},office_hours
340,no,<p>Go to Canvas &gt; BlueJeans &gt; Recorded BlueJeans Meetings (near the bottom)</p>,2019-08-23T16:43:25Z,34,Week 8/18 - 8/24,feedback,,i4op5p9vfbq5yz,jzocgcfo6nf2il,2019-08-23T16:43:25Z,{},office_hours
341,no,"<p>Hey Chris,</p>
<p>I followed your instructions but there are no recording here for me. Any suggestions?</p>",2019-08-23T19:20:58Z,34,Week 8/18 - 8/24,feedback,,gx3c8l7z7r72zl,jzoi2y5r2jx4fv,2019-08-23T19:20:58Z,{},office_hours
342,no,Looking into it...,2019-08-23T20:40:59Z,34,Week 8/18 - 8/24,feedback,,i4op5p9vfbq5yz,jzokxum7zn3ko,2019-08-23T20:40:59Z,{},office_hours
343,no,"<p>We have had some trouble in the past with the GA Tech =&gt; Bluejeans thing before. We don&#39;t have any more buttons to push to get you in. But, you can file a ticket with OIT and see if you can get any traction.</p>
<p></p>
<p>In the interim here is the link:</p>
<p></p>
<p><a href=""https://bluejeans.com/s/cnp6Q/"">https://bluejeans.com/s/cnp6Q/</a></p>",2019-08-23T21:31:44Z,34,Week 8/18 - 8/24,feedback,,hyxsfbkeit22m2,jzomr44n9l92kg,2019-08-23T21:31:44Z,{},office_hours
344,no,"<p>How do you sign up for bluejeans? I just tried using gt credentials and it doesn&#39;t work, but I do not see a &#34;sign up&#34; button. </p>",2019-09-08T01:03:23Z,31,Week 9/8 - 9/14,feedback,,jqr9leosvw8P,k0a9x2r5r1p74t,2019-09-08T01:03:23Z,{},office_hours
345,no,"<p>Can you access: <a href=""http://gatech.bluejeans.com/"">http://gatech.bluejeans.com/</a>?</p>",2019-09-08T02:21:21Z,31,Week 9/8 - 9/14,feedback,,hyx9thiqa6j4nn,k0acpc58jrf6h1,2019-09-08T02:21:21Z,{},office_hours
346,no,"<p>For Lesson 2 video 22 “Quiz: Finding Polices - 3</p>
<p>Can someone explain/show the calculation for the lower square the y did in the video below:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fgx3c8l7z7r72zl%2Fjzoi9i3v41zi%2FCapture.PNG"" alt="""" width=""685"" height=""373"" />Thank you for your help.</p>",2019-08-23T19:26:52Z,34,Week 8/18 - 8/24,followup,,gx3c8l7z7r72zl,jzoiajhmqvv6a3,2019-08-23T19:26:52Z,{},office_hours
347,no,<p>Sure. This is because all around it were 0s and it had -.04 reward. Plug that into equation in your screenshot.</p>,2019-08-23T22:09:46Z,34,Week 8/18 - 8/24,feedback,,jzj7y1ofgsro1,jzoo411pz8n49z,2019-08-23T22:09:46Z,{},office_hours
348,no,<p>Thanks Angel. I found there is a bit more too it than that but I got it now.</p>,2019-08-23T22:38:14Z,34,Week 8/18 - 8/24,feedback,,gx3c8l7z7r72zl,jzop4mqtwoh4cj,2019-08-23T22:38:14Z,{},office_hours
349,no,"<p>There is definitely more to it. In the video, they simplify it and somewhat assume things... They are only calculating the &#34;max&#34; action!</p>
<p></p>
<p>So the equation gets applied with the R(s), which is only -0.04, and then the expectation of the next state. But because in that cell the agent would bounce back or go to it right (NORTH) or left (SOUTH), and the value of both NORTH and SOUTH is 0 (In the previous iteration), then all of that is still 0. The total value of that state will be -0.04.</p>
<p></p>
<p>Here is the full equation applied to 1 iteration 1 state only. You would have to apply this for all 12 states, for as many iterations as necessary (you stop when there is no more change in values.</p>
<p></p>
<p>BTW, I&#39;m using U and V below, sorry about that, I&#39;m used to Vs, but ended up mixing things up.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fhyx9thiqa6j4nn%2Fjzpsdtuhxgl%2Futility.png"" alt="""" width=""1113"" height=""641"" /> </p>",2019-08-24T16:59:16Z,34,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jzpsgktsh5u5cs,2019-08-24T16:59:16Z,{},office_hours
350,no,"<p>so this would be:</p>
<p></p>
<p>-0.04 &#43; 0.5 max [ -0.1, 0, -0.1, -0.8 ]</p>
<p>= -0.04 &#43; 0.5 * (0)</p>
<p>= -0.04</p>
<p></p>
<p>??</p>",2019-08-24T20:07:55Z,34,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jzpz76ni3i73dg,2019-08-24T20:07:55Z,{},office_hours
351,no,<p>Yep.</p>,2019-08-24T20:09:28Z,34,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jzpz96lc7t4h8,2019-08-24T20:09:28Z,{},office_hours
352,no,<p>This is also discussed in &#64;40</p>,2019-08-24T22:05:29Z,34,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jzq3ednj8813hn,2019-08-24T22:05:29Z,{},office_hours
353,no,<p>Thank you Miguel!</p>,2019-08-25T16:05:30Z,33,Week 8/25 - 8/31,feedback,,gx3c8l7z7r72zl,jzr5zaauqun66k,2019-08-25T16:05:30Z,{},office_hours
354,no,Hey many thanks!,2019-08-22T12:32:25Z,65,Week 8/18 - 8/24,followup,,jziehbrvvwc4hw,jzmo1p1k81s2x5,2019-08-22T12:32:25Z,{},other
355,no,<p>This is super helpful!  Thank you!</p>,2019-08-22T18:03:25Z,65,Week 8/18 - 8/24,followup,,jqmfuaidej9155,jzmzvd4i5oo72z,2019-08-22T18:03:25Z,{},other
356,no,"<p>This is great! Thanks, Quang Vu.</p>",2019-08-22T20:48:25Z,65,Week 8/18 - 8/24,followup,,jziehvhblig5if,jzn5rkbdlqr4zi,2019-08-22T20:48:25Z,{},other
357,no,"<p>Damn! You&#39;re saving me a lot of time.  I had started doing it.</p>
<p>I just hate all those pdf that come without bookmarks.  </p>
<p>Thanks a lot.  </p>",2019-08-22T20:50:11Z,65,Week 8/18 - 8/24,followup,,jzh6k6o994a6dh,jzn5ttpds6j3dh,2019-08-22T20:50:11Z,{},other
358,no,<p>Is it a good idea to read it all?</p>,2019-08-22T20:55:02Z,65,Week 8/18 - 8/24,followup,,jzh6k6o994a6dh,jzn602ogyf963a,2019-08-22T20:55:02Z,{},other
359,no,<p>You will read it all in this class.</p>,2019-08-22T21:41:35Z,65,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jzn7nxa5dwkbj,2019-08-22T21:41:35Z,{},other
360,no,"<p>You mean, bit by bit, lectures after lectures I guess? Good.</p>",2019-08-22T21:53:03Z,65,Week 8/18 - 8/24,feedback,,jzh6k6o994a6dh,jzn82o9cqht6fy,2019-08-22T21:53:03Z,{},other
361,no,<p>Yes. Or you can read it all over the weekend! You will also read Sutton and Barto&#39;s book.</p>,2019-08-22T21:58:14Z,65,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jzn89cfnl5e4y,2019-08-22T21:58:14Z,{},other
362,no,<p>GREAT! I was worried I kinda had to read those books on top of the lectures.  </p>,2019-08-22T22:03:12Z,65,Week 8/18 - 8/24,feedback,,jzh6k6o994a6dh,jzn8fq7yy4v3e6,2019-08-22T22:03:12Z,{},other
363,no,"Thank you! You’re amazing, Quang Vu!",2019-08-25T03:30:47Z,64,Week 8/25 - 8/31,followup,,jl0d29plhbs6cl,jzqf0pu1f811o8,2019-08-25T03:30:47Z,{},other
364,no,<p>Regret is how much you lost by choosing path P instead of P*.</p>,2019-08-22T15:24:12Z,65,Week 8/18 - 8/24,followup,,jc554vxmyuy3pt,jzmu6meumifah,2019-08-22T15:24:12Z,{},other
365,no,<p>Indeed.</p>,2019-08-22T16:18:18Z,65,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jzmw472aqv13s1,2019-08-22T16:18:18Z,{},other
366,no,<p>Regret is how much money you haven&#39;t earned by not investing in the stock before it went up.</p>,2019-08-22T23:45:50Z,65,Week 8/18 - 8/24,feedback,,jqkxzdmmolGf,jznc3px426z34o,2019-08-22T23:45:50Z,{},other
367,no,"<p>That&#39;s why we take ML4T before RL, so we don&#39;t have that regret!</p>",2019-08-22T23:47:35Z,65,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jznc5z81zce6d0,2019-08-22T23:47:35Z,{},other
368,no,<p>:)</p>,2019-08-22T23:48:34Z,65,Week 8/18 - 8/24,feedback,,hyx9thiqa6j4nn,jznc782zhwg6up,2019-08-22T23:48:34Z,{},other
369,no,"<p>Would it be similar to opportunity cost concept?</p>
<p></p>",2019-09-02T10:23:02Z,63,Week 9/1 - 9/7,feedback,,jznmonjuzvi67j,k0299ocxqhx2f2,2019-09-02T10:23:02Z,{},other
370,no,"<p>Regret is the core of RL; at least with respect to preference of actions taken.  The whole paradigm of exploitation vs exploration, is one of pushing exploration in order to implicitly minimize regret.   From the optimistic initialization, to epsilon exploration (vs greedy),  to other variants.</p>
<p></p>
<p>Interestingly, regret occurs both in action selection; but also as a function of total accumulated reward (at least, as posited by value).</p>
<p></p>
<p>There are some very sophisticated things you can do with regret; but reward, is always limited as a feature of the environment (q*(a)).  Less modification/incorporation i.e. step-wise (iterated) mods.</p>
<p></p>
<p></p>
<p></p>
<p></p>
<p></p>",2019-08-23T00:00:28Z,65,Week 8/18 - 8/24,followup,,jzivtxcbl6964n,jzncmj8eyjy6v3,2019-08-23T00:00:28Z,{},other
371,no,<p>&#34;There are some very sophisticated things you can do with regret;&#34; &gt; do you have any citations to share that we could explore?</p>,2019-08-23T00:07:31Z,65,Week 8/18 - 8/24,feedback,,jc554vxmyuy3pt,jzncvliltyk201,2019-08-23T00:07:31Z,{},other
372,no,"<p>read the book (it has tons of cites).</p>
<p></p>
<p>just remember, regret, is value&#39;s twin.  look for it even when its not explicitly stated as such.  its what fundamentally drives, RL.</p>",2019-08-23T21:38:10Z,65,Week 8/18 - 8/24,feedback,,jzivtxcbl6964n,jzomzecjvpw2zf,2019-08-23T21:38:10Z,{},other
373,no,"<p>jacob:</p>
<p></p>
<p>Pi is epsilon-optimal iff  |V^PI(s) - V^PI*(s)| =&lt; epsilon,</p>
<p></p>
<p>forall.s:S</p>
<p></p>
<p>&#34;bounded loss, regret&#34;</p>
<p></p>
<p>;)</p>
<p></p>
<p>note that epsilon = 0; for policies gauranted to converge. ;)</p>",2019-08-25T05:40:40Z,64,Week 8/25 - 8/31,feedback,,jzivtxcbl6964n,jzqjnqlpbuu4c7,2019-08-25T05:40:40Z,{},other
374,no,"<p><strong attention=""is5gzbotXmz"">&#64;tianhang zhu</strong>  Thanks for the thorough answer -- makes sense that we may still be in an environment that provides rewards at each step, but where the R function itself is difficult to estimate. That&#39;s a helpful distinction. It&#39;s not explicit (yet) in the lectures, but I get the sense different algorithms may be chosen that more efficiently solve each piece of the puzzle, so to speak.</p>
<p></p>
<p><tt>&#34;it seems significantly easier to specify or approximate a reward function than a sufficiently accurate transition function&#34; not necessarily, R function can be arbitrarily complex. Anything can happen right?</tt></p>
<p></p>
<p>Good point. My intuition is that reward functions are often at least semi-intuitive and tie directly with the human-defined goals that initially inspired training an agent (&#34;AGI safety/control&#34; problem aside), whereas modeling sufficiently representative transition matrices of real-world dynamics seems like it could be far harder (e.g. simulating relevant states in financial markets). My novice intuitions aside, your answer makes sense and is thought provoking -- thanks again.</p>",2019-08-22T23:53:01Z,65,Week 8/18 - 8/24,followup,,isde34zracb1mz,jznccyj7q6b1t,2019-08-22T23:53:01Z,{},other
375,no,<div>np</div><div><br /></div>,2019-08-23T12:21:27Z,65,Week 8/18 - 8/24,feedback,,is5gzbotXmz,jzo33fyvbhp12t,2019-08-23T12:21:27Z,{},other
376,no,"<p>for the Q form, we estimate the Q function as well without working directly on its functional form which needs T. (in model free approaches) As for reward, it is correct that the environment will tell us what the respective reward for a even action in a particular state and we do not need to know R function directly as well.</p>",2019-08-23T02:58:25Z,65,Week 8/18 - 8/24,followup,,jvfpllmsggt7p4,jznizds61zp5y3,2019-08-23T02:58:25Z,{},other
377,no,"<p><a href=""https://spinningup.openai.com/en/latest/"" target=""_blank"">OpenAI&#39;s Spinning Up course</a> is also excellent. </p>",2019-08-23T16:45:00Z,65,Week 8/18 - 8/24,followup,,i4op5p9vfbq5yz,jzocid7zoqs3lj,2019-08-23T16:45:00Z,{},other
378,no,<p>Great! Will check it out.. thanks!</p>,2019-08-23T19:18:08Z,65,Week 8/18 - 8/24,feedback,,is5h007nzB9,jzohzb09kcu3ci,2019-08-23T19:18:08Z,{},other
379,no,"<p>A couple other great resources for DRL:</p>
<p></p>
<ul><li><a href=""https://www.amazon.com/Introduction-Reinforcement-Learning-Foundations-Machine/dp/1680835386"">https://www.amazon.com/Introduction-Reinforcement-Learning-Foundations-Machine/dp/1680835386</a>
<ul><li>short and sweet; you can also find the paper free online, i&#39;m just a sucker for the tactile nature of printed books:  <a href=""https://arxiv.org/abs/1811.12560"">https://arxiv.org/abs/1811.12560</a></li></ul>
</li><li><a href=""https://www.udacity.com/course/deep-reinforcement-learning-nanodegree--nd893"">https://www.udacity.com/course/deep-reinforcement-learning-nanodegree--nd893</a>
<ul><li>provides an excellent exposure to SotA DRL and <strong attention=""hyx9thiqa6j4nn"">&#64;Miguel Morales</strong> teaches part of it!</li></ul>
</li></ul>",2019-08-25T20:10:04Z,64,Week 8/25 - 8/31,followup,,jdd22f9zpbq5sz,jzrepseg8g45od,2019-08-25T20:10:04Z,{},other
380,no,"<p>To pile on, you can think of those weights as representing the probability that one is chosen 60% of the time, another 30%, and the last 10%.  </p>
<p></p>
<p>So if you ran this process repeatedly over a long period of time, averaging the results there would give you the same answer.</p>
<p></p>
<p>It wasn&#39;t called out especially well that those were the weights on each process, but they did say it and gesture to them.</p>",2019-08-24T00:12:26Z,65,Week 8/18 - 8/24,followup,,jqmfuaidej9155,jzoshs2gtj657y,2019-08-24T00:12:26Z,{},other
